word,lemma,pos,dialect,meaning_id,meaning_2,example,source
ngaut,ngaut,,Sasak Umum,menarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngauta(n,g)",ngauta(n,,Sasak Umum,menarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawang-ngawang,ngawang-ngawang,,Sasak Umum,membum-bung tinggi di angkasa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawas-ngawasin,ngawas-ngawasin,,Sasak Umum,mengawas-awasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawasin,ngawasin,,Sasak Umum,mengawasi; meng-ancam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawis,ngawis,,Sasak Umum,menyabit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngawisa(n,g)",ngawisa(n,,Sasak Umum,menyabitkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawon-awon,ngawon-awon,,Sasak Umum,membawa sisa makanan yg disuguhkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawor,ngawor,,Sasak Umum,mencampur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngawora(n,g)",ngawora(n,,Sasak Umum,mencampurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngawék,ngawék,,Sasak Umum,menarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngawéka(n,g)",ngawéka(n,,Sasak Umum,menarikkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngawéta(n,g)",ngawéta(n,,Sasak Umum,mengawètkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngayah,ngayah,,Sasak Umum,terkena penyakit ayah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngayaq,ngayaq,,Sasak Umum,menapis,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngayaqa(n,g)",ngayaqa(n,,Sasak Umum,menapiskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngebang,ngebang,,Sasak Umum,menyuarakan azan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngebawaq,ngebawaq,,Sasak Umum,menurunkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngebeleta(n,g)",ngebeleta(n,,Sasak Umum,mempersulit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngebeletin,ngebeletin,,Sasak Umum,mempersulit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngebél,ngebél,,Sasak Umum,mengebel,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ngebéla(n,g)",ngebéla(n,,Sasak Umum,mengebelkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ngelaq,ngelaq,,Sasak Umum,membuat sayur ares,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
nunggal,nunggal,,Sasak Umum,anak tunggal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
nyalâ,nyalâ,,Sasak Umum,nyala api,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"nyamasa(n,g)",nyamasa(n,,Sasak Umum,menjadikan empat ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"nyamboq, kenyamboq",nyamboq,,Sasak Umum,mau tambah lagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
nyambuq,nyambuq,,Sasak Umum,jambu air,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
nyatus,nyatus,,Sasak Umum,merayakan hari kematian yang ke seratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"nyatusa(n,g)",nyatusa(n,,Sasak Umum,menggenapkan jadi seratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
nyet gero,nyet gero,,Sasak Umum,musim dingin bersamaan dengan musim asam berbuah kering,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
olo-olo,olo-olo,,Sasak Umum,anak kodok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
onyaq,onyaq,,Sasak Umum,perlahan; lamban,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
otak ki,otak ki,,Sasak Umum,kepala air; banjir besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
otak kokoq,otak kokoq,,Sasak Umum,tempat sumber air yang dapat jadi obat di desa Montong Betok Lombok Timur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
p(er)adu-aduq,padu-aduq,,Sasak Umum,memperadu domba,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"padu, pepadu",padu,,Sasak Umum,"jagoan, orang yang senang berlaga",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pambur-ambur,pambur-ambur,,Sasak Umum,menjadikan meluap (nyala api),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
papuq,papuq,,Sasak Umum,kakek/nenek angkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
paran,paran,,Sasak Umum,memberi nama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pardu,pardu,,Sasak Umum,"wajib; kalau dikerjakan mendapat pahala, kalau ditinggalkan mendapat dosa",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
payung,payung,,Sasak Umum,"(By) payung kebesaran untuk upacara adat, seperti dalam upacara adat merariq ketika acara nyongkolan",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pe,pe,,Sasak Umum,si Badar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"pe(r,l)ajahan",pe(r,,Sasak Umum,pelajaran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pealong,pealong,,Sasak Umum,berkurang (air) dl wadah tertentu karena bocor atau diambil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pebawaq,pebawaq,,Sasak Umum,rendahkan; perendah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pebelèq,pebelèq,,Sasak Umum,perlebar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pebèloq,pebèloq,,Sasak Umum,perpanjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pebégaq,pebégaq,,Sasak Umum,perbanyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pekok,pekok,,Sasak Umum,memegang leher dengan dua tangan; sifat orang yang malas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pelajar,pelajar,,Sasak Umum,pelajar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pelajaran,pelajaran,,Sasak Umum,pelajaran; nasihat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pemangku (By),pemangku,,Sasak Umum,pengurus/penguasa mata air,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pemaréq,pemaréq,,Sasak Umum,orang yg suka menginap,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembadaq,pembadaq,,Sasak Umum,pemberitahu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembadèq,pembadèq,,Sasak Umum,persangkaan; perkiraan; dugaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembaraq,pembaraq,,Sasak Umum,pemberi tahu; pelapor,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembates,pembates,,Sasak Umum,pembatas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembelanjâ,pembelanjâ,,Sasak Umum,yg suka berbelanja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pembelèq,pembelèq,,Sasak Umum,pembesar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pemeler,pemeler,,Sasak Umum,penglihatan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"pendaiq (Pjt), (Slp)",pendaiq,,Sasak Umum,periuk air (yang besar),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pendet,pendet,,Sasak Umum,asap api,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengabih,pengabih,,Sasak Umum,pendamping; pengawal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengabot,pengabot,,Sasak Umum,pemalas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengabut,pengabut,,Sasak Umum,penarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengacan,pengacan,,Sasak Umum,yg suka terasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadang,pengadang,,Sasak Umum,nama desa tradisional di Kecamatan Aikmel Lombok Timur; nama desa di Kecamatan Praya Tengah Lombok Tengah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadangan,pengadangan,,Sasak Umum,tempat untuk menghadang atau untuk melakukan penghadangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadas,pengadas,,Sasak Umum,orang yang ngadas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadilan,pengadilan,,Sasak Umum,pengadilan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadok,pengadok,,Sasak Umum,tukang adu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaduk,pengaduk,,Sasak Umum,alat mengaduk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadèq; pengadèq-adèq,pengadèq,,Sasak Umum,(barang) peninggalan; warisan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengadèqang,pengadèqang,,Sasak Umum,peninggalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengagum,pengagum,,Sasak Umum,pengkelaim sesuatu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengajahan,pengajahan,,Sasak Umum,pengajaran; nasihat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengajian,pengajian,,Sasak Umum,pengajaran (dakwah) agama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengajiq,pengajiq,,Sasak Umum,suka membaca Alquran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaksamâ,pengaksamâ,,Sasak Umum,kata-kata pembukaan; mukadimah (mukadi-mah dl lontar-lontar atau pembicaraan adat),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengakuq,pengakuq,,Sasak Umum,pengakuan; pengkelaiman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengalaman,pengalaman,,Sasak Umum,yg pernah dialami; pengalaman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengalir,pengalir,,Sasak Umum,pembawa masuk (barang); importer,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengalok,pengalok,,Sasak Umum,penganjur; pendorong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengalu,pengalu,,Sasak Umum,penjemput; penyong-song,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaléh,pengaléh,,Sasak Umum,orang yg memindahkan barang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamanan,pengamanan,,Sasak Umum,pengamanan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamaq,pengamaq,,Sasak Umum,nama setelah menjadi ayah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamar,pengamar,,Sasak Umum,orang yg mengamar; pendakwah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengambar,pengambar,,Sasak Umum,pengembara; petualang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengambuq,pengambuq,,Sasak Umum,penciuman (bau),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengambuqan,pengambuqan,,Sasak Umum,yg suka mencium (bau),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengambés,pengambés,,Sasak Umum,persentuhan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamer,pengamer,,Sasak Umum,alat menghantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamet,pengamet,,Sasak Umum,pelempar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamong,pengamong,,Sasak Umum,pemelihara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamparan,pengamparan,,Sasak Umum,lahan persemaian bibit padi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengampes,pengampes,,Sasak Umum,cara menghantam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengampesan,pengampesan,,Sasak Umum,tempat menghempaskan suatu benda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengamuk,pengamuk,,Sasak Umum,orang yg mengamuk; orang yg suka mengamuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengancot,pengancot,,Sasak Umum,suka sering bersenggama,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengandek,pengandek,,Sasak Umum,penahan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengandikâ,pengandikâ,,Sasak Umum,perkataan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganggah,penganggah,,Sasak Umum,orang yg menunda membayar barang orang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganggoq,penganggoq,,Sasak Umum,pengangguk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganggur,penganggur,,Sasak Umum,penganggur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengangkatan,pengangkatan,,Sasak Umum,pengangkatan (jadi pejabat),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengangsul,pengangsul,,Sasak Umum,penyusuk,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganiayaq,penganiayaq,,Sasak Umum,penganiaya,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganiayaqan,penganiayaqan,,Sasak Umum,pengani-ayaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
penganjeng,penganjeng,,Sasak Umum,berdirikan (buat jadi berdiri),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengantap,pengantap,,Sasak Umum,nama desa di kecamatan sekotong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengantih,pengantih,,Sasak Umum,orang/sesuatu yg ditunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengantos,pengantos,,Sasak Umum,orang yg ditunggu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengapit,pengapit,,Sasak Umum,pengapit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengapus,pengapus,,Sasak Umum,penghapus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengarah,pengarah,,Sasak Umum,pengajak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengarat,pengarat,,Sasak Umum,penggembala; tukang pelihara; tukang urus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengareman,pengareman,,Sasak Umum,biasa mengurung diri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengarepan,pengarepan,,Sasak Umum,pengharapan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaro,pengaro,,Sasak Umum,petani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaréq-aréq,pengaréq-aréq,,Sasak Umum,peninggalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaser,pengaser,,Sasak Umum,bacaan AlQuran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengater,pengater,,Sasak Umum,orang yang mengantar (makanan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengaut,pengaut,,Sasak Umum,tarikan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pengawét,pengawét,,Sasak Umum,pengawet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peradal,peradal,,Sasak Umum,(beri) berembun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"peraiq, peraiqa(n,g)",peraiq,,Sasak Umum,meng-usahakan air,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"perajaha(n,g)",perajaha(n,,Sasak Umum,dalami ajaran; pelajarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"perakon, perakona(n,g)",perakon,,Sasak Umum,melepas seorang anak untuk menjadi anak angkat orang lain,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perakuq,perakuq,,Sasak Umum,mengakukan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peralat,peralat,,Sasak Umum,memperalat; meng-gunakan atau memperlaku-kan sbg alat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peralisan,peralisan,,Sasak Umum,potlot atau pensil utk membuat alis,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peramaq,peramaq,,Sasak Umum,pejantan (untuk binatang atau orang yg dianggap binatang),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peramâ,peramâ,,Sasak Umum,penjantan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perang,perang,,Sasak Umum,perang badar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perangguq,perangguq,,Sasak Umum,benturkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perantiq,perantiq,,Sasak Umum,barang bawaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perantiq-antiqan,perantiq-antiqan,,Sasak Umum,bawaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perantiqan,perantiqan,,Sasak Umum,pegangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peratas,peratas,,Sasak Umum,ataskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peraturan,peraturan,,Sasak Umum,peraturan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
peratèq,peratèq,,Sasak Umum,niat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
perawakan,perawakan,,Sasak Umum,bentuk badan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pilang,pilang,,Sasak Umum,hitam jelek,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"pramamiq, permamiq",pramamiq,,Sasak Umum,para mamiq,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
pulek,pulek,,Sasak Umum,kolak ubi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
puseran,puseran,,Sasak Umum,pusaran air,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
rabiul,rabiul,,Sasak Umum,bulan keempat tahun Islam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
rajan,rajan,,Sasak Umum,ratu Belanda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
rambu,rambu,,Sasak Umum,hiasan jumbai yg terbuat dr daun enau muda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
randang,randang,,Sasak Umum,bakul besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
rebo,rebo,,Sasak Umum,hari Rabu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
rujak,rujak,,Sasak Umum,rujak buah nangka kecil (biasa diinginkan oleh wanita ngidam),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
s(e)ambuq-ambuq,sambuq-ambuq,,Sasak Umum,"terang-sang bau-bauan (harum, busuk, anyir)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
saidinâ,saidinâ,,Sasak Umum,nama khalifah Islam keempat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sajaq,sajaq,,Sasak Umum,berbohong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
salak,salak,,Sasak Umum,salak Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
salaq,salaq,,Sasak Umum,kecewa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
saling,saling,,Sasak Umum,saling mengaku (kepunyaan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"samasa(n,g)",samasa(n,,Sasak Umum,jadikan empat ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sambel,sambel,,Sasak Umum,sambal dari buah nangka kecil,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sambil,sambil,,Sasak Umum,sambil; di samping,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sambilan,sambilan,,Sasak Umum,sambilan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sampoq,sampoq,,Sasak Umum,tambah lagi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sangu,sangu,,Sasak Umum,bekal; sangu hidup,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
satak,satak,,Sasak Umum,dua ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
satus,satus,,Sasak Umum,seratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
saur,saur,,Sasak Umum,"gotong royong dlm bentuk tolong menolong, tapi penolong membawa makanan sendiri",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sawa,sawa,,Sasak Umum,sanggama; setubuh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sayur,sayur,,Sasak Umum,sayur bayam,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
seampil,seampil,,Sasak Umum,satu gulung(an) sirih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
searaq-araqnâ,searaq-araqnâ,,Sasak Umum,seada-adanya; semua yang ada,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
seastâ,seastâ,,Sasak Umum,satu hasta,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sebanjah,sebanjah,,Sasak Umum,satu deret,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sebelék,sebelék,,Sasak Umum,sekaleng,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sebiâ,sebiâ,,Sasak Umum,cabai dan terasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
seboq,seboq,,Sasak Umum,menyembunyikan aib,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
segarâ,segarâ,,Sasak Umum,nama danau di gunung Rinjani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sekat,sekat,,Sasak Umum,perlahan; lamban,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sekolahan,sekolahan,,Sasak Umum,sekolah anak-anak Belanda,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sekuh,sekuh,,Sasak Umum,hubungan keluarga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
selagalas,selagalas,,Sasak Umum,nama desa di kecamatan Cakranegara,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
selat,selat,,Sasak Umum,selat yg membatasi pulau Lombok dan pulau Sumbawa,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
semamaq,semamaq,,Sasak Umum,suami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
semamâ,semamâ,,Sasak Umum,suami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
semanggâ,semanggâ,,Sasak Umum,jeruk Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sembayang,sembayang,,Sasak Umum,salat asar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sembelahan,sembelahan,,Sasak Umum,beliung; pecahan kaca,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
semeton,semeton,,Sasak Umum,saudara angkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sendèqman,sendèqman,,Sasak Umum,sebelum asar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sependaiq,sependaiq,,Sasak Umum,satu periuk air,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
setanggor,setanggor,,Sasak Umum,nama desa di Lombok Timur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
sipin,sipin,,Sasak Umum,apa boleh buat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"siu , pitung bangsit",siu,,Sasak Umum,seribu empat ratus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
solah,solah,,Sasak Umum,nama yg bagus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
songket,songket,,Sasak Umum,kain songket Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
suah,suah,,Sasak Umum,sesudah asar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)abangin,tabangin,,Sasak Umum,dibubuhi warna merah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)abas,tabas,,Sasak Umum,potong (dan bersihkan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)abek,tabek,,Sasak Umum,ditarik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)aben,taben,,Sasak Umum,dilempar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)abena(n,g)",tabena(n,,Sasak Umum,dilemparkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)abih,tabih,,Sasak Umum,didampingi; dikawal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)abut,tabut,,Sasak Umum,dicabut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)abuta(n,g)",tabuta(n,,Sasak Umum,dijambakkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)acan,tacan,,Sasak Umum,ditambahkan terasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"t(e)acong-aconga(n,g)",tacong-aconga(n,,Sasak Umum,(di-panggil seperti) anjing,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adang,tadang,,Sasak Umum,dihadang; dihalangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
t(e)adas,tadas,,Sasak Umum,dikadas oleh orang lain,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
