word,lemma,pos,dialect,meaning_id,meaning_2,example,source
"ajar, ajarang",ajar,,Sasak Umum,tegangkan tali kail (ketika menangkap ikan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajar; ajah,ajar,,Sasak Umum,(Kel) ajar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajarang,ajarang,,Sasak Umum,ajarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ajat, ajatang",ajat,,Sasak Umum,"mencoba (memukul, membunuh, dan lain-lain)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajat; hajat,ajat,,Sasak Umum,Ar hajat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aji alip,aji alip,,Sasak Umum,upacara adat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aji jumat,aji jumat,,Sasak Umum,(By) upacara keagamaan pada hari Jumat untuk menaikkan padi ke lumbung sehabis panen,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aji makam,aji makam,,Sasak Umum,(By) upacara mengunjungi dan kenduri di makam leluhur sebelum turun ke sawah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aji turis,aji turis,,Sasak Umum,haji umroh ke Mekkah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aji, aji-aji",aji,,Sasak Umum,nama guna-guna atau ilmu alat kekebalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aji; eji,aji,,Sasak Umum,baca dan pelajari,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajian,ajian,,Sasak Umum,bacaan (pelajaran Alquran),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ajimat, azimat",ajimat,,Sasak Umum,jimat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajir; waris,ajir,,Sasak Umum,Ar perdana menteri raja; patih,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajo lohor,ajo lohor,,Sasak Umum,(By) upacara pengajian khusus untuk menolak bala (di Masjid Agung Bayan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajong,ajong,,Sasak Umum,gerakan lengan waktu berjalan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajong embeq,ajong embeq,,Sasak Umum,ki melambaikan lengan tanpa memegang sesuatu (tangan kosong tanpa pembawaan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajong ombeq,ajong ombeq,,Sasak Umum,seseorang yang sudah menagih utang tetapi gagal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajongang,ajongang,,Sasak Umum,gerakkan lengan; lambaikan tangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ajor, ngajor",ajor,,Sasak Umum,tidak membawa apa-apa (oleh-oleh dsb),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajum,ajum,,Sasak Umum,sanjung; puji,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajum diriq,ajum diriq,,Sasak Umum,sanjung diri,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ajur,ajur,,Sasak Umum,anjurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akah gigi,akah gigi,,Sasak Umum,akar gigi yg di dl gusi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akah kayuq,akah kayuq,,Sasak Umum,akar kayu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akah lueq,akah lueq,,Sasak Umum,berakar banyak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akah tunggal,akah tunggal,,Sasak Umum,berakar tunggal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"akah, akah-akah",akah,,Sasak Umum,sejenis akar kayu yg dapat dijadikan obat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akah; akar,akah,,Sasak Umum,akar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akal cupak,akal cupak,,Sasak Umum,akal orang yg mau menang sendiri dng menjelek-jelekkan orang lain,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akal pikiran,akal pikiran,,Sasak Umum,akal pikiran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akal songkoq,akal songkoq,,Sasak Umum,akal orang yg mau dapat untung sendiri saja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akal-akalan,akal-akalan,,Sasak Umum,bohong-bohongan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akal; akan,akal,,Sasak Umum,Ar akal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akalang,akalang,,Sasak Umum,akalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akalin,akalin,,Sasak Umum,akali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"akaq, kakaq",akaq,,Sasak Umum,kakak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akar bulu,akar bulu,,Sasak Umum,akar serabut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akar pancer,akar pancer,,Sasak Umum,akar tunjang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"akar, akar-akar",akar,,Sasak Umum,nama desa di kecamatan Bayan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akat,akat,,Sasak Umum,Ar akad; janji kesepakatan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akat nikah,akat nikah,,Sasak Umum,pelaksanaan nikah dgn ijab dan kabul,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akatang,akatang,,Sasak Umum,akadkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akbar,akbar,,Sasak Umum,Ar agung; besar (sifat Allah),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akik,akik,,Sasak Umum,akik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akikah; akikat,akikah,,Sasak Umum,Ar hakikat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akil,akil,,Sasak Umum,Ar berakal; cerdik; pandai,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akil alék,akil alék,,Sasak Umum,istilah untuk menyebut tahu membedakan baik dan buruk (15 tahun ke atas),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akil balik,akil balik,,Sasak Umum,akil balig,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akon,akon,,Sasak Umum,"angkat orang lain sbg anak, saudara, ayah, ibu, nenek atau kakek sendiri: aku mèlè kamu, aku ingin mengangkat kamu jadi anakku",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akon diriq,akon diriq,,Sasak Umum,menyerahkan diri untuk menjadi anak angkat orang lain,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akor,akor,,Sasak Umum,akur; seia sekata; bersatu hati,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akorang,akorang,,Sasak Umum,akurkan; persatu-kan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aksama,aksama,,Sasak Umum,Skt buka; pembukaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aksara,aksara,,Sasak Umum,Skt huruf,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aksi,aksi,,Sasak Umum,aksi; gaya; tingkah laku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aksi bikas,aksi bikas,,Sasak Umum,tampang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aksi-aksi, aksi-aksian",aksi-aksi,,Sasak Umum,gaya-gayaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aku; eku,aku,,Sasak Umum,(ksr) aku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akuang,akuang,,Sasak Umum,berkata aku,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akup; yaqkup,akup,,Sasak Umum,Ar (nama Nabi) Yakub,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akuq,akuq,,Sasak Umum,mengaku; mengkelaim,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
akuran,akuran,,Sasak Umum,agak akur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ala,ala,,Sasak Umum,kata seru untuk menyatakan rasa kejengkelan,hambatan; kala; musibah; rintangan,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alah,alah,,Sasak Umum,kalah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alah, alah-alah",alah,,Sasak Umum,seolah-olah; seakan-akan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alahang,alahang,,Sasak Umum,mengalahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alal lepang,alal lepang,,Sasak Umum,zaman purba (sebelum manusia mengenal halal haram),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alal, alal bialal",alal,,Sasak Umum,"Ar hal maaf-memaafkan setelah menunaikan ibadah puasa Ramadan, biasanya diadakan di sebuah tempat (auditorium, aula, lapangan, dsb) oleh sekelompok orang",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alal; halal,alal,,Sasak Umum,Ar diizinkan (tidak dilarang oleh syara; halal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alalang,alalang,,Sasak Umum,halalkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam,alam,,Sasak Umum,"Ar segala yg ada di langit dan di bumi (seperti bumi, bintang, kekuatan)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam bakaq,alam bakaq,,Sasak Umum,tempat kekal roh halus atau roh yg sudah meninggal dunia,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam barsah,alam barsah,,Sasak Umum,alam dr waktu mati sampai dibangkitkan dr mati pd hari kiamat; alam kubur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam dahir,alam dahir,,Sasak Umum,alam zahir,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam daur,alam daur,,Sasak Umum,selandir; raja negeri Selan dl cerita pewayangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alam kodeq,alam kodeq,,Sasak Umum,badan manusia,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alam, alamin",alam,,Sasak Umum,Ar alami,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alamat,alamat,,Sasak Umum,nama dan tempat tinggal seseorang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alamatang,alamatang,,Sasak Umum,alamatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alang,alang,,Sasak Umum,"lumbung padi, berbentuk bulat yg atap dan dindingnya terbuat dr alang-alang, biasanya terdapat di daerah Pujut",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alang, alangan",alang,,Sasak Umum,"hal yg menjadi sebab tidak terlaksananya suatu rencana (maksud, keinginan) atau terhentinya suatu pekerjaan; halangan",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alangin,alangin,,Sasak Umum,halangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alap,alap,,Sasak Umum,"nama putri, pelakon dl hikayat negeri Syam",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alap aiq,alap aiq,,Sasak Umum,pintu masuk air ke sawah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alap putri,alap putri,,Sasak Umum,nama tenunan suci untuk upacara adat di Sembalun,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alap, alap-alap",alap,,Sasak Umum,sejenis binatang serangga,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alap, alapan",alap,,Sasak Umum,pintu masuk air ke sawah,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alap, ngalap",alap,,Sasak Umum,gotong royong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alar, nalar",alar,,Sasak Umum,menghafal tanpa mengeja,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alas,alas,,Sasak Umum,Jw hutan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alas; apah,alas,,Sasak Umum,alas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alasan,alasan,,Sasak Umum,alasan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alat,alat,,Sasak Umum,alat; perlatan; benda yg dipakai untuk mengerjakan sesuatu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ale, ale-ale",ale,,Sasak Umum,anai-anai yg bersayap; laron,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ale, pale-ale; paleq-aleq",ale,,Sasak Umum,uber; kejar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aleh,aleh,,Sasak Umum,pindah(kan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alehang,alehang,,Sasak Umum,pindahkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alem, alemang",alem,,Sasak Umum,biarkan,curigai,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alem-alemang,alem-alemang,,Sasak Umum,awas-awasi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aleng, ngaleng",aleng,,Sasak Umum,terpingkal-pingkal,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alep,alep,,Sasak Umum,kalem; lembut; lemah lembut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alepan,alepan,,Sasak Umum,lebih kalem; lebih lembut; lebih lemah lembut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ales, ngales",ales,,Sasak Umum,lentur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alet,alet,,Sasak Umum,alas talam yg terbuat dr daun enau yg disebut dulang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alet, ngalet",alet,,Sasak Umum,lamban,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aletang,aletang,,Sasak Umum,berikan alas alet,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alhak,alhak,,Sasak Umum,Ar yang benar; hak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ali,ali,,Sasak Umum,Ar Ali (nama orang),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ali, ali-ali; eli-eli",ali,,Sasak Umum,cincin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"ali, kali-ali",ali,,Sasak Umum,setengah kering,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alias n,alias n,,Sasak Umum,alias; nama lain,Elias (salah satu nama nabi),,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alim,alim,,Sasak Umum,Ar berilmu (terutama dl hal agama Islam),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alim tain jaran,alim tain jaran,,Sasak Umum,istilah untuk menyebut seseorang yg rupanya alim tetapi sebenarnya tidak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alim-aliman,alim-aliman,,Sasak Umum,orang yg pura-pura alim,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aliman,aliman,,Sasak Umum,lebih alim; lebih saleh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aling, aling-aling",aling,,Sasak Umum,nama alat perbengkelan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aling, alingang",aling,,Sasak Umum,angin-anginkan (jemur pada tempat naungan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aling, kaling, kolang-kaling",aling,,Sasak Umum,"nama sejenis jajan yg berbentuk angka delapan, terbuat dr beras campur gula",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aling-alingang,aling-alingang,,Sasak Umum,jemur pada tempat yg teduh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip,alip,,Sasak Umum,pesta adat,nama huruf pertama abjad Arab,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip (luir) gama,alip  gama,,Sasak Umum,upacara adat taun alip sbg adat semata-mata,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip adat gama,alip adat gama,,Sasak Umum,upacara dr taun alip yg ada hubungannya dng keagamaan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip ba ta,alip ba ta,,Sasak Umum,"susunan abjad Arab, sama dng a, b, c, dst",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip mata mukinat,alip mata mukinat,,Sasak Umum,upacara alip dng tujuan membersihkan batin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip mata pireq,alip mata pireq,,Sasak Umum,upacara alip dng tujuan membersihkan jasmani,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip pasek beton,alip pasek beton,,Sasak Umum,upacara alip untuk menguatkan gigi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alip tadong lampin,alip tadong lampin,,Sasak Umum,upacara alip untuk menghormati kelahiran manusia,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alir, ngalir, elik",alir,,Sasak Umum,mengalir,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aliran,aliran,,Sasak Umum,aliran,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alirang,alirang,,Sasak Umum,mengalirkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alis,alis,,Sasak Umum,alis,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alit,alit,,Sasak Umum,"tali yg dipintal dr serat pohon pisang, rapia atau karung dll untuk bermain gasing",kecil,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alkas,alkas,,Sasak Umum,Ar nama seorang patih dl cerita pewayangan Sasak 'Ménak' pada episode 'ceritâ Pétal Jemur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alo,alo,,Sasak Umum,ayo,halo (untuk panggilan),,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aloh,aloh,,Sasak Umum,kata seru untuk mengajak dsb,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alok, alokang",alok,,Sasak Umum,anjurkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alon-alon,alon-alon,,Sasak Umum,perlahan-lahan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alonan,alonan,,Sasak Umum,lambankan; pelankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
along,along,,Sasak Umum,berkurang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"along, nyalong",along,,Sasak Umum,lalat raksasa; lalat hijau besar,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alongan,alongan,,Sasak Umum,agak berkurang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alongin,alongin,,Sasak Umum,kurangi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alor,alor,,Sasak Umum,nama pulau di Nusa Tenggara Timur,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alor, nyalor",alor,,Sasak Umum,melotot (mata),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alot,alot,,Sasak Umum,Jw lambat; lama sekali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alotan,alotan,,Sasak Umum,agak lambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alu,alu,,Sasak Umum,alu; ulat untuk menumbuk padi dsb yg dibuat dr kayu,sewa; undang; kontrak,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alu aiq,alu aiq,,Sasak Umum,"acara menyongsong air keramat untuk keperluan upacara adat (potong rambut, khitanan)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alu gamelan,alu gamelan,,Sasak Umum,mengundang gamelan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"alu-alu, kalu-alu",alu-alu,,Sasak Umum,oleh-oleh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alu; aluq; elu,alu,,Sasak Umum,jemput; songsong,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aluat,aluat,,Sasak Umum,semedi; tafakur; perihal merenung agar dapat dekat dng Tuhan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aluh,aluh,,Sasak Umum,perlahan (hati-hati),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aluh-aluh,aluh-aluh,,Sasak Umum,pelan-pelan; lambat-lambat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
aluhan,aluhan,,Sasak Umum,pelankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alun-alun,alun-alun,,Sasak Umum,alun-alun; lapangan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alung,alung,,Sasak Umum,"naung; berada di bawah sesuatu yg besar (pohon, rumah dsb)",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alung-alung,alung-alung,,Sasak Umum,teduh; tidak panas,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alungin,alungin,,Sasak Umum,naungi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"aluq, aluq-aluq, kaluq-aluq",aluq,,Sasak Umum,oleh-oleh,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alur-alur,alur-alur,,Sasak Umum,biar(lah),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alur; adeq,alur,,Sasak Umum,biar(kan),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alurang,alurang,,Sasak Umum,biarkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alus-alus,alus-alus,,Sasak Umum,halus-halus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alus-alusang,alus-alusang,,Sasak Umum,membanding-bandingkan kehalusan sesuatu barang,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alus; alos,alus,,Sasak Umum,tidak kasar; lembut; licin,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alusan,alusan,,Sasak Umum,lebih halus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alusang,alusang,,Sasak Umum,haluskan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
alusin,alusin,,Sasak Umum,halusi,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
ama,ama,,Sasak Umum,"jantan, pejantan",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
"amah, mamah",amah,,Sasak Umum,makan (pernyataan marah yg disamakan seperti binatang),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amal bakti,amal bakti,,Sasak Umum,amal bakti; pengabdian; berbuat baik,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amal saleh,amal saleh,,Sasak Umum,perbuatan yg sungguh-sungguh dl menjalankan ibadah atau menunaikan kewajiban agama seperti perbuatan baik thd sesama manusia,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amal-amalan n,amal-amalan n,,Sasak Umum,bacaan wirid yg terus menerus,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amal; aman,amal,,Sasak Umum,amal; perbuatan (baik atau buruk),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amalan,amalan,,Sasak Umum,"perbuatan, bacaan yg harus dikerjakan dl rangkaian ibadah, seperti dl ibadah haji dan salat",,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanah,amanah,,Sasak Umum,Ar amanah; dapat dipercaya (boleh dipercaya),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanah patanah,amanah patanah,,Sasak Umum,sifat-sifat terpuji (dapat dipercaya dan cerdas) dr diri Nabi Muhamad SAW,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanan,amanan,,Sasak Umum,lebih aman; agak aman,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanang,amanang,,Sasak Umum,amankan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanat,amanat,,Sasak Umum,Ar pesan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amanatang,amanatang,,Sasak Umum,amanatkan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq,amaq,,Sasak Umum,ayah (untuk golongan rakyat kebanyakan yg disebut golongan Jajar Karang atau Kaulâ,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq aber,amaq aber,,Sasak Umum,nama pelakon dl cerita sandiwara kelasik Lombok,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq akon,amaq akon,,Sasak Umum,ayah angkat,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq amet,amaq amet,,Sasak Umum,nama pelakon dalam wayang kulit Ménak Sasak dari Gerung yg membawa peran dagelan dng dalang Nasib AR,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq ampu,amaq ampu,,Sasak Umum,ayah yg mengampu (menjadi wali angkat) seorang anak,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq balang tamaq,amaq balang tamaq,,Sasak Umum,nama pelakon dr cerita Bali,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq bangkol,amaq bangkol,,Sasak Umum,nama pelakon dl cerita rakyat Lombok yg tidak mempunyai anak (mandul),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq bedel,amaq bedel,,Sasak Umum,si buncit,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq embuq,amaq embuq,,Sasak Umum,ayah dr anak yg dipungut,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq entong,amaq entong,,Sasak Umum,si penurut (dikatakan kpd orang yg selalu mau ikut kemana saja orang pergi),,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq kaka,amaq kaka,,Sasak Umum,kakak laki-laki ayah/ibu,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
amaq kangkung,amaq kangkung,,Sasak Umum,sebutan bagi seorang laki-laki atau ayah dr golongan orang kebanyakan,,,Balai Bahasa Provinsi NTB (Kamus Terpadu Sasambo)
